NAME,GSCHOLSEARCH,WOSSEARCH,SCOPSEARCH,MENDSEARCH,WORLDCAT,PUBMED,PAPERI,INSTACC,PAYVIEW,RGATEACCESS,RES4LIFE,OABUT,DEEPDYVE,MAILAUTH,GSCHOLALERT,JRNLTOCS,BROWZINE,MENDALERT,F1000PRI,SPARRHO,RGATEALERT,ACROBAT,HTMLVIEW,IANNOTATE,READCUBE,UTOPDOCS,MENDREAD,HYPOTHES,RTOOL,SPSS,MATLAB,EXCEL,IPYTHON,ROPENSCI,DHBOX,OPSCIFRAM,MYEXP,BENCHLING,PROTOCIO,BENCHFLY,SCIPROT,PROTOCONL,WORD,GTDRIVE,AUTHOREA,LATEX,SCRIVEN,OVERLEAF,SCALAR,ENDNOTE,ZOTERO,REFWORKS,MENDREF,PAPERS,REFME,CITAVI,ARXIV,PMC,INREP,BIORXIV,WORKPAP,RGATESHAREPUB,SSRN,GITHUB,FIGSDATA,ZENODATA,DRYAD,DATAVERSE,PANGAEA,BITBUCK,JCRIFSEL,DOAJ,SCOPSEL,SHERPAROM,QOAM,SCIMAGO,JOURNALYS,JTOPTRAD,JTOPOA,MEGATRAD,MEGAOA,DATAJRNL,WINNOWER,F1000RES,SPEAKER,SLIDSHA,F1000POS,SCIOPPO,FIGSPOST,ZENOPOST,VIMEO,WIKIPEDIA,RESBLOG,WORDPRESS,KUDOS,FAMELAB,PINTSCI,TWITTER,SCHOLARCIT,RGATEPROF,ORCID,ACADEMIA,RESID,INSTPAGE,MYSCIWORK,PERRSCI,PUBLONS,PMCCOMMONS,PUBPEER,PAPARCRIT,RUBRIQ,KARMA,JCRIFIMP,ALTMETRIC,SCOPID,IMPSTOR,PLOSALM,WOSIMP,HARZPOP
GSCHOLSEARCH,NA,1,1,1,1,-1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-1,1,0,1,0,0,0,0,-1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
WOSSEARCH,1,NA,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,-1,1,0,-1,1,0,1,0,0,-1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,-1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
SCOPSEARCH,1,1,NA,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1,1,-1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,1,0,0,1,1,-1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1
MENDSEARCH,1,1,1,NA,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,-1,-1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,0,0,1,-1,0,-1,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
WORLDCAT,1,0,0,1,NA,-1,0,1,1,-1,0,1,0,1,1,1,1,1,0,0,-1,0,1,1,0,0,0,1,-1,0,-1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,-1,1,0,1,0,1,1,0,0,0,1,0,-1,1,0,0,-1,1,0,1,1,0,1,0,0,-1,1,0,1,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1
PUBMED,-1,1,0,1,-1,NA,0,1,-1,1,0,1,0,1,-1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,-1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,-1,0,0,0,1,0,1,0,0,0,-1,-1,1,-1,1,-1,1,-1,0,1,0,1,0,0,0,1,0,-1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,-1,1,1,-1,0,0,0,-1,0,1,1,-1,0,0,1,1,-1,0,1,1,-1
PAPERI,0,0,0,0,0,0,NA,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
INSTACC,0,1,0,0,1,1,0,NA,-1,-1,-1,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,-1,0,0,1,0,0,1,0,0,-1,1,1,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
PAYVIEW,0,0,0,0,1,-1,1,-1,NA,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,-1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,-1,0,0,0,1,0,0,-1,1,1,1,0,0,0,0,1,0,0,-1,0,0,0,1,0,0,-1,0,1,0,1,0,1,0,0,1,-1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,-1,0,-1,-1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
RGATEACCESS,1,1,1,1,-1,1,0,-1,0,NA,1,1,1,1,0,0,-1,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,-1,-1,0,-1,-1,-1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,1,1,1,1,1,1,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
RES4LIFE,0,0,1,1,0,0,1,-1,1,1,NA,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,-1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0
OABUT,1,1,1,1,1,1,0,0,0,1,1,NA,1,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0
DEEPDYVE,0,0,0,1,0,0,1,0,1,1,1,1,NA,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAILAUTH,1,1,1,1,1,1,1,0,1,1,0,1,1,NA,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0
GSCHOLALERT,1,-1,0,1,1,-1,0,-1,1,0,1,0,0,0,NA,-1,0,1,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,-1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,-1,0,-1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,-1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,1,0,-1,1
JRNLTOCS,0,1,1,0,1,1,0,1,0,0,1,1,0,1,-1,NA,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,-1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1
BROWZINE,0,1,1,0,1,1,0,0,0,-1,1,1,0,0,0,1,NA,1,1,1,-1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,-1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,-1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
MENDALERT,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,NA,1,1,1,-1,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,-1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
F1000PRI,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,1,NA,1,0,0,0,0,1,1,0,0,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
SPARRHO,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,NA,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0
RGATEALERT,0,1,1,1,-1,1,0,0,0,1,0,1,0,1,-1,0,-1,1,0,0,NA,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,1,1,1,1,-1,0,0,1,0,0,0,0,0,1,-1,1,-1,0,1,0
ACROBAT,0,1,1,-1,0,1,0,0,1,1,0,0,0,0,0,0,0,-1,0,0,1,NA,1,-1,0,0,-1,-1,-1,1,0,1,-1,0,0,0,0,0,0,0,1,0,1,0,-1,-1,-1,-1,0,1,0,1,-1,-1,0,0,-1,0,0,-1,0,1,0,-1,0,0,0,1,0,-1,1,0,1,-1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,0
HTMLVIEW,1,1,1,-1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,NA,0,1,0,-1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
IANNOTATE,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-1,0,NA,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
READCUBE,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,NA,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,-1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0
UTOPDOCS,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,NA,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
MENDREAD,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,-1,-1,0,1,0,NA,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,-1,0,-1,1,-1,0,-1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,-1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
HYPOTHES,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-1,0,1,0,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1,-1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
RTOOL,1,1,0,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,0,1,1,0,0,-1,0,0,1,0,1,0,NA,-1,1,0,1,1,0,0,0,0,0,0,0,0,-1,1,1,1,0,1,0,-1,1,-1,1,0,0,0,1,1,0,1,0,1,0,1,0,0,1,-1,0,1,1,0,-1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,1,0
SPSS,0,1,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,-1,NA,-1,0,-1,0,0,1,0,0,1,0,1,0,1,0,0,-1,0,-1,0,1,-1,1,0,0,0,0,-1,1,0,-1,0,1,1,-1,0,0,0,1,0,-1,1,0,1,-1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,1
MATLAB,1,1,1,1,-1,-1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,-1,NA,0,1,0,0,1,1,0,0,0,0,0,-1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,1,-1,0,0,1,1,0,0,0,1,0,0,1,-1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,-1,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,1,0
EXCEL,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,NA,-1,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,-1,0,1,1,1,0,0,0,1,-1,1,1,-1,1,1,0,-1,0,0,0,0,0,-1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
IPYTHON,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-1,0,0,0,0,1,1,1,-1,1,-1,NA,1,1,0,0,0,0,0,0,0,-1,1,1,1,0,1,0,-1,1,-1,1,0,0,0,1,0,0,1,0,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
ROPENSCI,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,NA,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,0
DHBOX,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,NA,0,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
OPSCIFRAM,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,NA,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0
