NAME,GSCHOLSEARCH,WOSSEARCH,SCOPSEARCH,MENDSEARCH,WORLDCAT,PUBMED,PAPERI,INSTACC,PAYVIEW,RGATEACCESS,RES4LIFE,OABUT,DEEPDYVE,MAILAUTH,GSCHOLALERT,JRNLTOCS,BROWZINE,MENDALERT,F1000PRI,SPARRHO,RGATEALERT,ACROBAT,HTMLVIEW,IANNOTATE,READCUBE,UTOPDOCS,MENDREAD,HYPOTHES,RTOOL,SPSS,MATLAB,EXCEL,IPYTHON,ROPENSCI,DHBOX,OPSCIFRAM,MYEXP,BENCHLING,PROTOCIO,BENCHFLY,SCIPROT,PROTOCONL,WORD,GTDRIVE,AUTHOREA,LATEX,SCRIVEN,OVERLEAF,SCALAR,ENDNOTE,ZOTERO,REFWORKS,MENDREF,PAPERS,REFME,CITAVI,ARXIV,PMC,INREP,BIORXIV,WORKPAP,RGATESHAREPUB,SSRN,GITHUB,FIGSDATA,ZENODATA,DRYAD,DATAVERSE,PANGAEA,BITBUCK,JCRIFSEL,DOAJ,SCOPSEL,SHERPAROM,QOAM,SCIMAGO,JOURNALYS,JTOPTRAD,JTOPOA,MEGATRAD,MEGAOA,DATAJRNL,WINNOWER,F1000RES,SPEAKER,SLIDSHA,F1000POS,SCIOPPO,FIGSPOST,ZENOPOST,VIMEO,WIKIPEDIA,RESBLOG,WORDPRESS,KUDOS,FAMELAB,PINTSCI,TWITTER,SCHOLARCIT,RGATEPROF,ORCID,ACADEMIA,RESID,INSTPAGE,MYSCIWORK,PERRSCI,PUBLONS,PMCCOMMONS,PUBPEER,PAPARCRIT,RUBRIQ,KARMA,JCRIFIMP,ALTMETRIC,SCOPID,IMPSTOR,PLOSALM,WOSIMP,HARZPOP
JTOPTRAD,0,1,1,0,-1,1,-1,1,0,1,-1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,1,-1,1,-1,0,1,-1,NA,0,0,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,0,1,0,0,0,0,0,1,-1,0,-1,0,1,0
JTOPOA,0,1,0,1,0,1,0,1,0,1,0,1,0,1,-1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,-1,1,-1,1,1,0,1,0,0,0,1,1,0,1,0,0,-1,0,NA,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,1,0,-1,1,1,1,-1,0,0,1,1,0,1,1,1,0
MEGATRAD,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1,0,-1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,-1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,NA,1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0
MEGAOA,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,-1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,-1,0,-1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,NA,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,0,-1,1,1,1,-1,0,0,1,1,-1,1,1,1,0
DATAJRNL,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,-1,0,1,1,NA,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0
WINNOWER,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,-1,0,0,1,1,NA,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0
F1000RES,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,-1,1,0,1,1,1,NA,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0
SPEAKER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,NA,-1,0,0,0,0,0,1,1,0,0,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SLIDSHA,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,-1,NA,-1,-1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
F1000POS,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,-1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
SCIOPPO,0,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,-1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,-1,0,NA,0,0,0,1,1,0,1,1,1,-1,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,-1,0,0,0,0,0
FIGSPOST,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,-1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,NA,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
ZENOPOST,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
VIMEO,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,0,1,0,0,0,1,0,-1,-1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
WIKIPEDIA,0,-1,0,0,0,0,0,-1,1,-1,1,0,0,0,1,-1,0,0,0,0,-1,1,0,0,0,0,-1,0,0,-1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,-1,0,0,0,0,0,-1,1,0,1,1,1,-1,0,1,-1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,NA,0,0,-1,0,0,-1,1,-1,-1,-1,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RESBLOG,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,NA,0,0,1,1,-1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0
WORDPRESS,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,NA,-1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1
KUDOS,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-1,0,-1,NA,0,0,-1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
FAMELAB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0
PINTSCI,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
TWITTER,1,1,0,1,1,1,-1,1,-1,1,0,1,0,1,0,1,1,1,0,0,0,-1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-1,0,-1,1,1,1,1,1,0,-1,1,0,1,0,0,0,1,0,1,1,-1,0,0,1,1,1,0,-1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,-1,1,0,-1,1,0,1,-1,-1,1,-1,0,0,NA,1,0,1,1,1,1,0,-1,1,0,0,0,0,0,0,1,0,1,1,1,1
SCHOLARCIT,1,1,1,1,0,-1,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,-1,1,0,1,0,1,0,0,0,0,1,1,0,-1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,NA,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1
RGATEPROF,0,1,1,1,-1,1,0,0,-1,1,0,1,0,1,-1,1,-1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1,0,1,0,0,-1,-1,0,-1,-1,-1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,-1,-1,1,0,1,0,0,0,1,NA,1,1,1,-1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1
ORCID,0,1,1,1,0,1,-1,1,-1,1,0,1,0,1,0,1,1,1,1,1,1,-1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,-1,1,1,1,1,-1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,-1,1,1,1,1,0,0,1,0,1,1,-1,1,1,-1,-1,0,0,1,0,0,1,1,1,NA,1,1,1,0,-1,1,0,0,0,0,0,1,1,1,1,1,1,1
ACADEMIA,1,0,1,1,1,-1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,-1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,-1,1,0,0,0,1,1,1,0,0,0,-1,-1,1,0,0,1,1,0,1,1,0,0,0,0,-1,1,1,1,0,1,0,-1,-1,0,-1,0,0,0,0,1,0,0,0,0,1,-1,1,1,1,0,0,1,1,1,1,NA,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,0,1
RESID,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,1,-1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,1,NA,1,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1
INSTPAGE,0,1,0,0,1,0,0,1,0,-1,0,0,0,1,0,1,0,0,0,0,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,1,0,-1,1,1,1,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
MYSCIWORK,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,NA,1,0,0,1,1,0,1,0,0,0,1,1,0,1
PERRSCI,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,0,-1,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1,-1,0,0,-1,0,0,0,1,NA,-1,-1,-1,0,0,0,0,0,0,0,0,0,0
PUBLONS,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,-1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,-1,NA,-1,-1,-1,0,0,0,1,0,1,0,1,1
PMCCOMMONS,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,-1,NA,-1,-1,0,0,1,0,0,0,1,0,0
PUBPEER,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,-1,NA,0,0,0,0,1,0,0,1,0,0
PAPARCRIT,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,-1,0,-1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,-1,-1,0,NA,0,1,0,0,0,0,0,0,0
RUBRIQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0
KARMA,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,NA,0,0,0,1,0,0,0
JCRIFIMP,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,-1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,NA,0,0,0,0,-1,0
ALTMETRIC,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,-1,-1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,0,-1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,-1,1,0,1,1,1,1,0,1,0,-1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,NA,0,1,1,0,1
SCOPID,1,1,1,1,0,-1,0,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,-1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,-1,1,0,0,0,0,0,-1,1,1,1,0,1,0,0,0,1,-1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,1,1
IMPSTOR,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,-1,-1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,-1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,-1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,NA,1,0,1
PLOSALM,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,NA,0,1
WOSIMP,0,1,1,1,0,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,NA,0
HARZPOP,1,0,1,0,1,-1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,NA
